Global Volcanism Program - Volcanoes of the World 5.2.2,,,Basic List of Holocene Volcanoes,,Downloaded on 17 Sep 2024 at 03:26 AM,,,,,,,,
Volcano Number,Volcano Name,Country,Volcanic Region,Volcanic Province,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Tectonic Setting,Dominant Rock Type
311380,Roundtop,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Dated,7600 BCE,54.8,-163.589,1871,Subduction zone / Continental crust (>25 km),Rhyolite
311390,Amak,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1796 CE,55.4184,-163.1472,547,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312010,Frosty,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano(es),Evidence Credible,Unknown,55.067,-162.835,1728,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312011,Dutton,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,55.183,-162.276,1465,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312020,Emmons Lake Volcanic Center,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Caldera,Caldera,Evidence Credible,Unknown,55.3519,-162.0445,1534,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312030,Pavlof,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2022 CE,55.417,-161.894,2493,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312040,Pavlof Sister,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,55.457,-161.854,2142,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
312050,Dana,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1890 BCE,55.641,-161.214,1354,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312055,Stepovak Bay Group,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,55.917,-160.017,1633,Subduction zone / Continental crust (>25 km),
312060,Kupreanof,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,56.011,-159.797,1895,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312070,Veniaminof,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2021 CE,56.17,-159.38,2507,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312080,Black Peak,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1900 BCE,56.552,-158.785,1032,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312090,Aniakchak,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Caldera,Caldera,Eruption Observed,1931 CE,56.88,-158.17,1341,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312100,Yantarni,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Dated,800 BCE,57.019,-157.185,1345,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312110,Chiginagak,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1998 CE,57.135,-156.99,2221,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312120,Kialagvik,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,57.203,-156.745,1677,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312130,Ugashik-Peulik,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1814 CE,57.751,-156.368,1474,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312131,Ukinrek Maars,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Minor (Basaltic),Maar(s),Eruption Observed,1977 CE,57.8344,-156.5203,91,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
312132,Unnamed,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Minor (Silicic),Lava dome,Evidence Credible,Unknown,57.87,-155.411,402,Subduction zone / Continental crust (>25 km),No Data (checked)
312140,Martin,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1953 CE,58.172,-155.361,1863,Subduction zone / Continental crust (>25 km),Dacite
312150,Mageik,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Dated,500 BCE,58.195,-155.253,2165,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312160,Trident,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1974 CE,58.236,-155.1,1864,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312170,Katmai,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1912 CE,58.279,-154.9533,2047,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312180,Novarupta,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Caldera,Caldera,Eruption Observed,1912 CE,58.2655,-155.1588,841,Subduction zone / Continental crust (>25 km),Rhyolite
312190,Griggs,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1790 BCE,58.354,-155.092,2317,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312200,Snowy Mountain,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,1710 CE,58.336,-154.682,2162,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312210,Denison,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,58.418,-154.449,2287,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312220,Steller,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,58.43,-154.4,2272,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312230,Kukak,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,58.453,-154.355,2043,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312250,Kaguyak,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Caldera,Lava dome(s),Eruption Dated,3850 BCE,58.6113,-154.0245,901,Subduction zone / Continental crust (>25 km),Dacite
312260,Fourpeaked,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2006 CE,58.77,-153.672,2105,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
312270,Douglas,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,58.855,-153.542,2140,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
313010,Augustine,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Lava dome(s),Eruption Observed,2006 CE,59.3626,-153.435,1218,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
313020,Iliamna,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1876 CE,60.032,-153.09,3053,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
313030,Redoubt,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2009 CE,60.485,-152.742,3108,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
313040,Spurr,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1992 CE,61.299,-152.251,3374,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
313050,Hayes,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1200 CE,61.64,-152.411,3034,Subduction zone / Continental crust (>25 km),Dacite
314010,St. Paul Island,United States,North American Volcanic Regions,Northern Alaska-Bering Sea Volcanic Province,Shield,Shield,Eruption Dated,1280 BCE,57.167,-170.213,203,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
314030,Ingakslugwat Hills,United States,North American Volcanic Regions,Northern Alaska-Bering Sea Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,61.43,-164.47,190,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
314040,St. Michael,United States,North American Volcanic Regions,Northern Alaska-Bering Sea Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,63.45,-162.12,715,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
314060,Imuruk Lake,United States,North American Volcanic Regions,Northern Alaska-Bering Sea Volcanic Province,Cluster,Volcanic field,Eruption Dated,300 CE,65.517,-163.45,610,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
315001,Buzzard Creek,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Minor (Basaltic),Tuff ring(s),Eruption Dated,1050 BCE,64.0616,-148.4327,830,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
315020,Wrangell,United States,North American Volcanic Regions,Wrangell Volcanic Arc,Shield,Shield,Eruption Observed,1912 CE,62.006,-144.017,4278,Intraplate / Continental crust (>25 km),Andesite / Basaltic Andesite
315030,Churchill,United States,North American Volcanic Regions,Wrangell Volcanic Arc,Composite,Stratovolcano,Eruption Dated,847 CE,61.38,-141.75,5005,Intraplate / Continental crust (>25 km),Dacite
315040,Edgecumbe,United States,North American Volcanic Regions,Queen Charlotte Volcanic Province,Cluster,Volcanic field,Eruption Dated,2080 BCE,57.05,-135.75,970,Intraplate / Continental crust (>25 km),Andesite / Basaltic Andesite
315050,Duncan Canal,United States,North American Volcanic Regions,Queen Charlotte Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,56.5,-133.1,15,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
315060,Tlevak Strait-Suemez Island,United States,North American Volcanic Regions,Queen Charlotte Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,55.25,-133.3,50,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
315070,Behm Canal-Rudyerd Bay,United States,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Cluster,Volcanic field,Evidence Uncertain,Unknown,55.35,-131,500,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
320010,Fort Selkirk,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Cluster,Volcanic field,Evidence Uncertain,Unknown,62.93,-137.38,1239,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
320020,Alligator Lake,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,60.42,-135.42,2217,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
320030,Atlin Volcanic Field,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Cluster,Pyroclastic cone(s),Evidence Credible,Unknown,59.708,-133.358,1880,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
320031,Tuya Volcanic Field,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,59.37,-130.58,2123,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
320040,Heart Peaks,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Shield,Shield,Evidence Uncertain,Unknown,58.6,-131.97,2012,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
320050,Level Mountain,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Shield,Shield,Evidence Uncertain,Unknown,58.42,-131.35,2164,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite
320060,Edziza,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Composite,Stratovolcano,Eruption Dated,950 CE,57.72,-130.63,2786,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite
320070,Spectrum Range,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Shield,Shield,Evidence Credible,Unknown,57.43,-130.68,2430,Intraplate / Continental crust (>25 km),Rhyolite
320080,Hoodoo Mountain,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Minor,Pyroclastic cone(s),Eruption Dated,7050 BCE,56.78,-131.28,1850,Intraplate / Continental crust (>25 km),Phonolite
320090,Iskut-Unuk River Cones,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Cluster,Pyroclastic cone(s),Eruption Dated,1800 CE,56.567,-130.75,1880,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
320100,Tseax River Cone,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Minor (Basaltic),Pyroclastic cone,Eruption Dated,1690 CE,55.1109,-128.8991,612,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
320110,Crow Lagoon,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Minor,Pyroclastic cone,Evidence Credible,Unknown,54.7,-130.23,335,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
320120,Milbanke Sound Group,Canada,North American Volcanic Regions,Queen Charlotte Volcanic Province,Minor (Basaltic),Pyroclastic cone(s),Evidence Credible,Unknown,52.498,-128.723,233,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
320140,Nazko,Canada,North American Volcanic Regions,Interior Western Canada Volcanic Province,Minor (Basaltic),Pyroclastic cone(s),Eruption Dated,5220 BCE,52.928,-123.732,1238,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
320150,Wells Gray-Clearwater,Canada,North American Volcanic Regions,Interior Western Canada Volcanic Province,Cluster,Volcanic field,Eruption Dated,1550 CE,52.33,-120.57,2576,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
320160,Silverthrone,Canada,North American Volcanic Regions,Garibaldi Volcanic Arc,Composite,Caldera,Evidence Credible,Unknown,51.5179,-126.1133,2860,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
320170,Bridge River Cones,Canada,North American Volcanic Regions,Garibaldi Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,50.8,-123.4,2500,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
320180,Meager,Canada,North American Volcanic Regions,Garibaldi Volcanic Arc,Composite,Complex,Eruption Dated,410 BCE,50.63,-123.5,2680,Subduction zone / Continental crust (>25 km),Dacite
320190,Garibaldi Lake,Canada,North American Volcanic Regions,Garibaldi Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,49.933,-123,2316,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
320200,Garibaldi,Canada,North American Volcanic Regions,Garibaldi Volcanic Arc,Composite,Stratovolcano,Eruption Dated,8060 BCE,49.85,-123,2678,Subduction zone / Continental crust (>25 km),Dacite
320811,Cayley Volcanic Field,Canada,North American Volcanic Regions,Garibaldi Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,50.12,-123.28,2375,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
321010,Baker,United States,North American Volcanic Regions,Garibaldi Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1880 CE,48.777,-121.813,3285,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
321020,Glacier Peak,United States,North American Volcanic Regions,Garibaldi Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1700 CE,48.112,-121.113,3213,Subduction zone / Continental crust (>25 km),Dacite
321030,Rainier,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1450 CE,46.853,-121.76,4392,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
321040,Adams,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,Eruption Dated,950 CE,46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
321050,St. Helens,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2008 CE,46.2,-122.18,2549,Subduction zone / Continental crust (>25 km),Dacite
321060,West Crater,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Cluster,Volcanic field,Eruption Dated,5750 BCE,45.88,-122.08,1329,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
321070,Indian Heaven,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Cluster,Volcanic field,Eruption Dated,6250 BCE,45.93,-121.82,1806,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
322010,Hood,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1866 CE,45.374,-121.695,3426,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
322020,Jefferson,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,Eruption Dated,950 CE,44.674,-121.8,3199,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
322030,Blue Lake Crater,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Minor (Basaltic),Maar,Eruption Dated,680 CE,44.4125,-121.7686,1136,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
